Initial cumulative execution times of all Virtual Machines
ID: 1 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #10 for scheduling task # 10
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 0
ID: 12 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #11 for scheduling task # 11
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #12 for scheduling task # 12
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #13 for scheduling task # 13
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #14 for scheduling task # 14
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #15 for scheduling task # 15
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #16 for scheduling task # 16
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 29484.419922
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #2 for scheduling task # 17
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 166462.513672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 71309.460938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #10 for scheduling task # 18
ID: 1 | Cumulative Execution Time: 91753.195312
ID: 2 | Cumulative Execution Time: 166462.513672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 19
ID: 1 | Cumulative Execution Time: 92634.287536
ID: 2 | Cumulative Execution Time: 166462.513672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 20
ID: 1 | Cumulative Execution Time: 197733.412536
ID: 2 | Cumulative Execution Time: 166462.513672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 146655.015625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #12 for scheduling task # 21
ID: 1 | Cumulative Execution Time: 197733.412536
ID: 2 | Cumulative Execution Time: 166462.513672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #2 for scheduling task # 22
ID: 1 | Cumulative Execution Time: 197733.412536
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 189131.328125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #15 for scheduling task # 23
ID: 1 | Cumulative Execution Time: 197733.412536
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 24
ID: 1 | Cumulative Execution Time: 241868.018005
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 25
ID: 1 | Cumulative Execution Time: 261108.404724
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 26
ID: 1 | Cumulative Execution Time: 261840.336304
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 27
ID: 1 | Cumulative Execution Time: 319157.37146
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 290395.8125
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #14 for scheduling task # 28
ID: 1 | Cumulative Execution Time: 319157.37146
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 29
ID: 1 | Cumulative Execution Time: 563796.074585
ID: 2 | Cumulative Execution Time: 392793.888672
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #2 for scheduling task # 30
ID: 1 | Cumulative Execution Time: 563796.074585
ID: 2 | Cumulative Execution Time: 445517.998047
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #2 for scheduling task # 31
ID: 1 | Cumulative Execution Time: 563796.074585
ID: 2 | Cumulative Execution Time: 588730.248047
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 470191.40625
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #6 for scheduling task # 32
ID: 1 | Cumulative Execution Time: 563796.074585
ID: 2 | Cumulative Execution Time: 588730.248047
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 1101078.84375
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #1 for scheduling task # 33
ID: 1 | Cumulative Execution Time: 677127.24646
ID: 2 | Cumulative Execution Time: 588730.248047
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
ID: 5 | Cumulative Execution Time: 578927.9375
ID: 6 | Cumulative Execution Time: 1101078.84375
ID: 7 | Cumulative Execution Time: 890415.5625
ID: 8 | Cumulative Execution Time: 681540.6875
ID: 9 | Cumulative Execution Time: 1189602
ID: 10 | Cumulative Execution Time: 1081421.835938
ID: 11 | Cumulative Execution Time: 2024357.875
ID: 12 | Cumulative Execution Time: 1376427.140625
ID: 13 | Cumulative Execution Time: 996240.625
ID: 14 | Cumulative Execution Time: 1424269.9375
ID: 15 | Cumulative Execution Time: 2440161.828125
ID: 16 | Cumulative Execution Time: 2562692.75
Selecting Virtual Machine #5 for scheduling task # 34
ID: 1 | Cumulative Execution Time: 677127.24646
ID: 2 | Cumulative Execution Time: 588730.248047
ID: 3 | Cumulative Execution Time: 681462.8125
ID: 4 | Cumulative Execution Time: 702079.375
