Initial cumulative execution times of all Virtual Machines
ID: 1 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #10 for scheduling task # 10
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 0
ID: 12 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #11 for scheduling task # 11
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 0
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #12 for scheduling task # 12
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 0
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #13 for scheduling task # 13
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 0
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #14 for scheduling task # 14
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 0
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #15 for scheduling task # 15
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 0
Selecting Virtual Machine #16 for scheduling task # 16
ID: 1 | Cumulative Execution Time: 12.585024
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 17
ID: 1 | Cumulative Execution Time: 3181.732241
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 409.812134
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #5 for scheduling task # 18
ID: 1 | Cumulative Execution Time: 3181.732241
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 3593.205933
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 19
ID: 1 | Cumulative Execution Time: 3739.11664
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 3593.205933
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #5 for scheduling task # 20
ID: 1 | Cumulative Execution Time: 3739.11664
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 21
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 3920.866943
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 22
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 7192.094726
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 6960.294434
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #7 for scheduling task # 23
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 7192.094726
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 24
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 8178.703369
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 25
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 8263.994583
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 26
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 14069.262161
ID: 3 | Cumulative Execution Time: 11872.774414
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #3 for scheduling task # 27
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 14069.262161
ID: 3 | Cumulative Execution Time: 14488.607422
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 28
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 14488.607422
ID: 4 | Cumulative Execution Time: 14351.212891
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #4 for scheduling task # 29
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 14488.607422
ID: 4 | Cumulative Execution Time: 28680.143555
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #3 for scheduling task # 30
ID: 1 | Cumulative Execution Time: 15013.234804
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 39111.792969
ID: 4 | Cumulative Execution Time: 28680.143555
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 31
ID: 1 | Cumulative Execution Time: 15169.265734
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 39111.792969
ID: 4 | Cumulative Execution Time: 28680.143555
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 32
ID: 1 | Cumulative Execution Time: 15862.73778
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 39111.792969
ID: 4 | Cumulative Execution Time: 28680.143555
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #1 for scheduling task # 33
ID: 1 | Cumulative Execution Time: 21339.153307
ID: 2 | Cumulative Execution Time: 18672.842727
ID: 3 | Cumulative Execution Time: 39111.792969
ID: 4 | Cumulative Execution Time: 28680.143555
ID: 5 | Cumulative Execution Time: 39784.381714
ID: 6 | Cumulative Execution Time: 50406.136719
ID: 7 | Cumulative Execution Time: 29527.823731
ID: 8 | Cumulative Execution Time: 27125.736328
ID: 9 | Cumulative Execution Time: 46041.046875
ID: 10 | Cumulative Execution Time: 32471.003906
ID: 11 | Cumulative Execution Time: 76219.375
ID: 12 | Cumulative Execution Time: 64440.847656
ID: 13 | Cumulative Execution Time: 35238.480469
ID: 14 | Cumulative Execution Time: 77020.242188
ID: 15 | Cumulative Execution Time: 29566.005859
ID: 16 | Cumulative Execution Time: 99163.960938
Selecting Virtual Machine #2 for scheduling task # 34
ID: 1 | Cumulative Execution Time: 21339.153307
ID: 2 | Cumulative Execution Time: 20417.274001
ID: 3 | Cumulative Execution Time: 39111.792969
ID: 4 | Cumulative Execution Time: 28680.143555
